id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms,activity_mean_3d,activity_diff_3d,activity_mean_7d,activity_diff_7d,activity_mean_14d,activity_diff_14d,activity_mean_30d,activity_diff_30d,appCat.builtin_mean_3d,appCat.builtin_diff_3d,appCat.builtin_mean_7d,appCat.builtin_diff_7d,appCat.builtin_mean_14d,appCat.builtin_diff_14d,appCat.builtin_mean_30d,appCat.builtin_diff_30d,appCat.communication_mean_3d,appCat.communication_diff_3d,appCat.communication_mean_7d,appCat.communication_diff_7d,appCat.communication_mean_14d,appCat.communication_diff_14d,appCat.communication_mean_30d,appCat.communication_diff_30d,appCat.entertainment_mean_3d,appCat.entertainment_diff_3d,appCat.entertainment_mean_7d,appCat.entertainment_diff_7d,appCat.entertainment_mean_14d,appCat.entertainment_diff_14d,appCat.entertainment_mean_30d,appCat.entertainment_diff_30d,appCat.finance_mean_3d,appCat.finance_diff_3d,appCat.finance_mean_7d,appCat.finance_diff_7d,appCat.finance_mean_14d,appCat.finance_diff_14d,appCat.finance_mean_30d,appCat.finance_diff_30d,appCat.game_mean_3d,appCat.game_diff_3d,appCat.game_mean_7d,appCat.game_diff_7d,appCat.game_mean_14d,appCat.game_diff_14d,appCat.game_mean_30d,appCat.game_diff_30d,appCat.office_mean_3d,appCat.office_diff_3d,appCat.office_mean_7d,appCat.office_diff_7d,appCat.office_mean_14d,appCat.office_diff_14d,appCat.office_mean_30d,appCat.office_diff_30d,appCat.other_mean_3d,appCat.other_diff_3d,appCat.other_mean_7d,appCat.other_diff_7d,appCat.other_mean_14d,appCat.other_diff_14d,appCat.other_mean_30d,appCat.other_diff_30d,appCat.social_mean_3d,appCat.social_diff_3d,appCat.social_mean_7d,appCat.social_diff_7d,appCat.social_mean_14d,appCat.social_diff_14d,appCat.social_mean_30d,appCat.social_diff_30d,appCat.travel_mean_3d,appCat.travel_diff_3d,appCat.travel_mean_7d,appCat.travel_diff_7d,appCat.travel_mean_14d,appCat.travel_diff_14d,appCat.travel_mean_30d,appCat.travel_diff_30d,appCat.unknown_mean_3d,appCat.unknown_diff_3d,appCat.unknown_mean_7d,appCat.unknown_diff_7d,appCat.unknown_mean_14d,appCat.unknown_diff_14d,appCat.unknown_mean_30d,appCat.unknown_diff_30d,appCat.utilities_mean_3d,appCat.utilities_diff_3d,appCat.utilities_mean_7d,appCat.utilities_diff_7d,appCat.utilities_mean_14d,appCat.utilities_diff_14d,appCat.utilities_mean_30d,appCat.utilities_diff_30d,appCat.weather_mean_3d,appCat.weather_diff_3d,appCat.weather_mean_7d,appCat.weather_diff_7d,appCat.weather_mean_14d,appCat.weather_diff_14d,appCat.weather_mean_30d,appCat.weather_diff_30d,call_mean_3d,call_diff_3d,call_mean_7d,call_diff_7d,call_mean_14d,call_diff_14d,call_mean_30d,call_diff_30d,circumplex.arousal_mean_3d,circumplex.arousal_diff_3d,circumplex.arousal_mean_7d,circumplex.arousal_diff_7d,circumplex.arousal_mean_14d,circumplex.arousal_diff_14d,circumplex.arousal_mean_30d,circumplex.arousal_diff_30d,circumplex.valence_mean_3d,circumplex.valence_diff_3d,circumplex.valence_mean_7d,circumplex.valence_diff_7d,circumplex.valence_mean_14d,circumplex.valence_diff_14d,circumplex.valence_mean_30d,circumplex.valence_diff_30d,mood_mean_3d,mood_diff_3d,mood_mean_7d,mood_diff_7d,mood_mean_14d,mood_diff_14d,mood_mean_30d,mood_diff_30d,screen_mean_3d,screen_diff_3d,screen_mean_7d,screen_diff_7d,screen_mean_14d,screen_diff_14d,screen_mean_30d,screen_diff_30d,sms_mean_3d,sms_diff_3d,sms_mean_7d,sms_diff_7d,sms_mean_14d,sms_diff_14d,sms_mean_30d,sms_diff_30d,activity_std,appCat.builtin_std,appCat.communication_std,appCat.entertainment_std,appCat.finance_std,appCat.game_std,appCat.office_std,appCat.other_std,appCat.social_std,appCat.travel_std,appCat.unknown_std,appCat.utilities_std,appCat.weather_std,call_std,circumplex.arousal_std,circumplex.valence_std,mood_std,screen_std,sms_std,mood_class
AS14.01,2014-02-27,0.07022016657839027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,6.333333333333333,0.0,0.0,0.10033832105323817,-0.03011815447484789,0.10033832105323817,-0.03011815447484789,0.10033832105323817,-0.03011815447484789,0.10033832105323817,-0.03011815447484789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5,0.5,-0.5,0.5,-0.5,-0.125,0.125,-0.125,0.125,-0.125,0.125,-0.125,0.125,0.5416666666666666,-0.20833333333333337,0.5416666666666666,-0.20833333333333337,0.5416666666666666,-0.20833333333333337,0.5416666666666666,-0.20833333333333337,6.291666666666666,0.041666666666666075,6.291666666666666,0.041666666666666075,6.291666666666666,0.041666666666666075,6.291666666666666,0.041666666666666075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4330127018922193,0.14433756729740643,0.06415002990995831,0.0,0.0,high
AS14.01,2014-02-28,0.12000274765440407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.10391035751840168,0.6876316482359136,6.990253680336488,0.0,0.0,0.10689312992029347,0.006554808867055298,0.10689312992029347,0.006554808867055298,0.10689312992029347,0.006554808867055298,0.10689312992029347,0.006554808867055298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.1666666666666667,1.6666666666666667,1.1666666666666667,1.6666666666666667,1.1666666666666667,1.6666666666666667,1.1666666666666667,-0.11797011917280055,0.00702988082719945,-0.11797011917280055,0.00702988082719945,-0.11797011917280055,0.00702988082719945,-0.11797011917280055,0.00702988082719945,0.5903216605230823,0.048654993856415696,0.5903216605230823,0.048654993856415696,0.5903216605230823,0.048654993856415696,0.5903216605230823,0.048654993856415696,6.524529004556608,0.2328623378899417,6.524529004556608,0.2328623378899417,6.524529004556608,0.2328623378899417,6.524529004556608,0.2328623378899417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
AS14.01,2014-03-01,0.12000274765440407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10391035751840168,0.6876316482359136,6.990253680336488,0.0,1.0,0.10340855396239947,-0.003484575957894004,0.11017053435382111,0.003277404433527642,0.11017053435382111,0.003277404433527642,0.11017053435382111,0.003277404433527642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,-0.3333333333333335,1.25,-0.41666666666666674,1.25,-0.41666666666666674,1.25,-0.41666666666666674,-0.06927357167893446,0.048696547493866094,-0.11445517875920083,0.003514940413599718,-0.11445517875920083,0.003514940413599718,-0.11445517875920083,0.003514940413599718,0.5695322099350535,-0.020789450588028835,0.6146491574512901,0.024327496928207792,0.6146491574512901,0.024327496928207792,0.6146491574512901,0.024327496928207792,6.771280231335436,0.24675122677882833,6.640960173501577,0.11643116894496952,6.640960173501577,0.11643116894496952,6.640960173501577,0.11643116894496952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.75,0.08333333333333337,0.75,0.08333333333333337,0.75,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
AS14.01,2014-03-02,0.12000274765440407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10391035751840168,0.6876316482359136,6.990253680336488,0.0,0.0,0.12000274765440407,0.0165941936920046,0.1121369770139377,0.001966442660116585,0.1121369770139377,0.001966442660116585,0.1121369770139377,0.001966442660116585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,1.0,-0.25,1.0,-0.25,1.0,-0.25,-0.10391035751840168,-0.03463678583946722,-0.11234621451104101,0.002108964248159817,-0.11234621451104101,0.002108964248159817,-0.11234621451104101,0.002108964248159817,0.6876316482359136,0.11809943830086012,0.6292456556082149,0.014596498156924764,0.6292456556082149,0.014596498156924764,0.6292456556082149,0.014596498156924764,6.990253680336488,0.21897344900105153,6.7108188748685595,0.06985870136698225,6.7108188748685595,0.06985870136698225,6.7108188748685595,0.06985870136698225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6,-0.15000000000000002,0.6,-0.15000000000000002,0.6,-0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
AS14.01,2014-03-03,0.12000274765440407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10391035751840168,0.6876316482359136,6.990253680336488,0.0,0.0,0.12000274765440407,0.0,0.11344793878734877,0.0013109617734110707,0.11344793878734877,0.0013109617734110707,0.11344793878734877,0.0013109617734110707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.10391035751840168,0.0,-0.11094023834560111,0.0014059761654399011,-0.11094023834560111,0.0014059761654399011,-0.11094023834560111,0.0014059761654399011,0.6876316482359136,0.0,0.638976654379498,0.00973099877128314,0.638976654379498,0.00973099877128314,0.638976654379498,0.00973099877128314,6.990253680336488,0.0,6.757391342446547,0.046572467577987275,6.757391342446547,0.046572467577987275,6.757391342446547,0.046572467577987275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,-0.09999999999999998,0.5,-0.09999999999999998,0.5,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
AS14.01,2014-03-04,0.12000274765440407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10391035751840168,0.6876316482359136,6.990253680336488,0.0,0.0,0.12000274765440407,0.0,0.11438434005407094,0.0009364012667221755,0.11438434005407094,0.0009364012667221755,0.11438434005407094,0.0009364012667221755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.8571428571428571,-0.1428571428571429,0.8571428571428571,-0.1428571428571429,0.8571428571428571,-0.1428571428571429,-0.10391035751840168,0.0,-0.10993596965600119,0.0010042686895999214,-0.10993596965600119,0.0010042686895999214,-0.10993596965600119,0.0010042686895999214,0.6876316482359136,0.0,0.6459273677875573,0.006950713408059306,0.6459273677875573,0.006950713408059306,0.6459273677875573,0.006950713408059306,6.990253680336488,0.0,6.790657390716539,0.0332660482699918,6.790657390716539,0.0332660482699918,6.790657390716539,0.0332660482699918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.42857142857142855,-0.07142857142857145,0.42857142857142855,-0.07142857142857145,0.42857142857142855,-0.07142857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
AS14.01,2014-03-05,0.12000274765440407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10391035751840168,0.6876316482359136,6.990253680336488,0.0,0.0,0.12000274765440407,0.0,0.11289095035783067,-0.0014933896962402715,0.11508664100411259,0.0007023009500416455,0.11508664100411259,0.0007023009500416455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.0,0.875,0.017857142857142905,0.875,0.017857142857142905,-0.10391035751840168,0.0,-0.08906602073005858,0.020869948925942614,-0.10918276813880126,0.0007532015171999307,-0.10918276813880126,0.0007532015171999307,0.6876316482359136,0.0,0.6370176032498307,-0.008909764537726628,0.6511404028436019,0.005213035056044535,0.6511404028436019,0.005213035056044535,6.990253680336488,0.0,6.896407916478894,0.105750525762355,6.815606926919032,0.024949536202493405,6.815606926919032,0.024949536202493405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,-0.2857142857142857,0.375,-0.05357142857142855,0.375,-0.05357142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
AS14.01,2014-03-06,0.12000274765440407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10391035751840168,0.6876316482359136,6.990253680336488,0.0,0.0,0.12000274765440407,0.0,0.12000274765440407,0.007111797296573394,0.1156328750763672,0.0005462340722546116,0.1156328750763672,0.0005462340722546116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.1428571428571429,0.8888888888888888,0.01388888888888884,0.8888888888888888,0.01388888888888884,-0.10391035751840168,0.0,-0.10391035751840168,-0.014844336788343099,-0.10859694473653464,0.000585823402266622,-0.10859694473653464,0.000585823402266622,0.6876316482359136,0.0,0.6876316482359136,0.05061404498608291,0.6551949856649698,0.004054582821367947,0.6551949856649698,0.004054582821367947,6.990253680336488,0.0,6.990253680336488,0.09384576385759402,6.835012121743194,0.01940519482416203,6.835012121743194,0.01940519482416203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.3333333333333333,-0.041666666666666685,0.3333333333333333,-0.041666666666666685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
AS14.01,2014-03-07,0.12000274765440407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-0.10391035751840168,0.6876316482359136,6.990253680336488,0.0,0.0,0.12000274765440407,0.0,0.12000274765440407,0.0,0.1160698623341709,0.00043698725780369485,0.1160698623341709,0.00043698725780369485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.666666666666667,1.1428571428571428,0.1428571428571428,1.3,0.4111111111111112,1.3,0.4111111111111112,-0.10391035751840168,0.0,-0.10391035751840168,0.0,-0.10812828601472133,0.00046865872181331425,-0.10812828601472133,0.00046865872181331425,0.6876316482359136,0.0,0.6876316482359136,0.0,0.6584386519220642,0.0032436662570943797,0.6584386519220642,0.0032436662570943797,6.990253680336488,0.0,6.990253680336488,0.0,6.850536277602524,0.01552415585932998,6.850536277602524,0.01552415585932998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.3,-0.033333333333333326,0.3,-0.033333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
AS14.01,2014-03-08,0.12000274765440407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10391035751840168,0.6876316482359136,6.990253680336488,0.0,0.0,0.12000274765440407,0.0,0.12000274765440407,0.0,0.116427397363283,0.00035753502911210766,0.116427397363283,0.00035753502911210766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.3333333333333335,1.1428571428571428,0.0,1.1818181818181819,-0.11818181818181817,1.1818181818181819,-0.11818181818181817,-0.10391035751840168,0.0,-0.10391035751840168,0.0,-0.10774483796960137,0.0003834480451199579,-0.10774483796960137,0.0003834480451199579,0.6876316482359136,0.0,0.6876316482359136,0.0,0.6610925606778687,0.0026539087558045127,0.6610925606778687,0.0026539087558045127,6.990253680336488,0.0,6.990253680336488,0.0,6.863237859669247,0.012701582066722672,6.863237859669247,0.012701582066722672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.2727272727272727,-0.027272727272727282,0.2727272727272727,-0.027272727272727282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
